P_MPa	T_K	Liq_Density_kg_m3	Vap_Density_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp_kJ_kgK	Vap_Cp_kJ_kgK	Liq_Cv_kJ_kgK	Vap_Cv_kJ_kgK	Liq_Cp_over_Cv	Vap_Cp_over_Cv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_Visc_uPa_s	Vap_Visc_uPa_s	Liq_Pr	Vap_Pr
6.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
